"","salary","age","family_members","target","city_Екатеринбург","city_Киев","city_Краснодар","city_Минск","city_Москва","city_Новосибирск","city_Омск","city_Петербург","city_Томск","city_Хабаровск","city_Ярославль","vacation_preference_Архитектура","vacation_preference_Ночные клубы","vacation_preference_Пляжный отдых","vacation_preference_Шоппинг","transport_preference_Автомобиль","transport_preference_Космический корабль","transport_preference_Морской транспорт","transport_preference_Поезд","transport_preference_Самолет"
"247","52000","30","0","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"248","174000","64","0","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"249","204000","64","0","New York","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"250","105000","47","3","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
"251","83000","62","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"252","145000","41","0","New York","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"253","67000","63","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"254","90000","55","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"255","148000","39","0","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"256","161000","67","0","Sydney","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"257","149000","59","1","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"258","126000","58","2","New York","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0"
"259","169000","61","1","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"260","144000","43","0","Sydney","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"261","126000","54","2","Tokio","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"262","62000","32","0","Paris","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0"
"263","183000","60","1","Sydney","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1"
"264","196000","62","1","London","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"265","57000","27","0","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"266","66000","34","1","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"267","36000","81","2","Sydney","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"268","165000","60","3","Tokio","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"269","34000","66","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"270","184000","32","1","New York","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"271","84000","54","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"272","55000","57","0","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"273","113000","52","2","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"274","161000","61","1","Sydney","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1"
"275","201000","63","2","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
"276","153000","64","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"277","105000","38","1","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"278","188000","61","2","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"279","239000","59","0","Sydney","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"280","202000","67","2","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
"281","176000","64","0","London","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"282","95000","56","2","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"283","141000","57","2","Tokio","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"284","180000","60","1","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"285","84000","53","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"286","156000","33","1","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"287","191000","39","1","New York","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0"
"288","167000","43","0","New York","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"289","34000","69","2","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"290","190000","52","0","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"291","177000","53","1","Sydney","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"292","165000","53","2","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"293","82000","55","2","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"294","70000","51","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"295","70000","58","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"296","42000","58","2","Paris","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"297","83000","64","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"298","23000","59","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"299","50000","59","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"300","162000","53","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"301","226000","76","0","London","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1"
"302","64000","59","2","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"303","77000","58","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"304","83000","47","3","Tokio","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"305","81000","61","3","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"306","152000","70","0","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"307","149000","44","0","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"308","55000","30","1","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"309","165000","31","1","New York","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"310","30000","63","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"311","83000","61","0","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"312","193000","28","1","New York","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"313","193000","27","0","New York","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"314","170000","41","0","New York","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"315","186000","57","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"316","211000","25","1","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0"
"317","175000","54","1","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"318","110000","59","2","New York","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
"319","170000","57","1","London","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"320","113000","67","3","New York","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0"
"321","113000","57","2","Tokio","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"322","87000","69","2","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"323","152000","38","0","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"324","101000","66","1","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"325","148000","60","0","London","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"326","157000","57","1","Sydney","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0"
"327","183000","58","1","Sydney","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"328","111000","63","0","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"329","178000","70","2","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"330","58000","42","0","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"331","37000","77","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"332","78000","59","0","London","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"333","44000","62","2","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"334","136000","35","0","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"335","83000","57","2","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0"
"336","150000","45","0","New York","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0"
"337","40000","61","2","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"338","179000","62","1","Sydney","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"339","92000","58","2","New York","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"340","87000","31","0","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"341","151000","53","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"342","54000","60","2","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"343","156000","63","2","Tokio","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"344","154000","58","2","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"345","157000","64","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"346","71000","58","0","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"347","186000","63","0","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"348","84000","60","2","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"349","54000","29","0","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"350","12000","56","2","New York","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"351","54000","34","0","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"352","58000","61","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"353","58000","56","2","New York","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"354","98000","71","2","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"355","89000","36","1","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"356","184000","62","1","London","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"357","77000","64","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"358","28000","60","2","Paris","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"359","91000","76","1","Paris","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1"
"360","180000","65","0","London","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"361","86000","57","2","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"362","187000","56","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"363","86000","38","1","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"364","64000","62","3","Tokio","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"365","127000","57","0","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"366","89000","57","2","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"367","172000","58","0","Sydney","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"368","69000","57","1","London","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"369","119000","68","0","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"370","147000","47","1","Sydney","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"371","89000","39","1","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"372","129000","48","0","New York","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0"
"373","104000","56","1","Tokio","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"374","190000","68","0","London","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1"
"375","57000","57","1","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"376","54000","60","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"377","160000","61","0","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"378","183000","55","1","Sydney","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1"
"379","69000","54","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"380","57000","65","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"381","220000","68","0","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"382","75000","59","1","London","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"383","147000","47","0","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"384","175000","52","1","Sydney","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"385","234000","26","1","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0"
"386","83000","67","2","London","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"387","118000","54","2","Tokio","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"388","40000","57","1","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"389","9000","64","2","Paris","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"390","184000","64","3","Tokio","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"391","117000","69","0","London","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0"
"392","128000","63","0","London","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"393","76000","55","0","London","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"394","93000","37","1","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"395","66000","62","1","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"396","67000","37","1","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"397","75000","68","2","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"398","102000","59","1","New York","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0"
"399","47000","68","1","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"400","60000","59","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"401","163000","59","0","London","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"402","126000","43","0","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"403","196000","74","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"404","179000","29","1","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0"
"405","59000","69","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"406","181000","27","1","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"407","71000","78","2","Sydney","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"408","182000","63","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"409","72000","61","1","London","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"410","80000","62","0","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"411","130000","57","0","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"412","11000","58","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0"
"413","69000","58","3","Tokio","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"414","96000","32","1","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"415","87000","58","2","New York","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"416","152000","63","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"417","142000","43","0","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"418","143000","64","0","Sydney","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"419","76000","60","1","Tokio","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"420","112000","73","2","New York","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"421","218000","73","0","London","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"422","88000","67","2","Paris","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"423","51000","52","2","New York","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"424","170000","37","1","New York","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"425","87000","43","1","London","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1"
"426","87000","56","2","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"427","80000","61","0","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"428","60000","66","2","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"429","201000","71","0","London","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1"
"430","167000","62","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"431","178000","64","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"432","67000","64","3","New York","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"433","80000","53","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"434","218000","20","1","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"435","81000","34","0","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"436","85000","58","0","London","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"437","48000","33","0","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"438","101000","53","3","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"439","99000","39","1","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"440","250000","20","1","New York","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"441","161000","58","2","London","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"442","34000","55","1","London","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"443","76000","60","0","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"444","195000","64","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"445","121000","51","0","New York","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0"
"446","184000","64","2","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"447","206000","60","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"448","190000","64","2","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"449","164000","31","1","New York","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0"
"450","55000","61","2","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"451","146000","64","2","Tokio","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"452","43000","54","2","Paris","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"453","79000","55","2","Tokio","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"454","74000","62","2","New York","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"455","43000","55","1","London","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"456","35000","73","3","New York","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"457","100000","56","2","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"458","69000","41","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"459","56000","64","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"460","123000","64","0","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"461","153000","45","1","Tokio","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"462","21000","55","2","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"463","51000","64","3","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"464","87000","56","2","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"465","71000","54","2","Paris","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"466","55000","62","1","London","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"467","138000","59","0","London","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"468","140000","52","1","London","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"469","207000","53","2","Tokio","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"470","163000","65","2","Tokio","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0"
"471","68000","27","0","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"472","237000","64","1","Sydney","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"473","33000","56","0","London","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"474","68000","59","1","London","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"475","35000","55","1","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"476","83000","66","2","Sydney","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"477","80000","56","0","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"478","78000","57","3","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"479","179000","37","0","New York","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"480","50000","62","2","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"481","230000","62","0","Sydney","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"482","65000","61","2","Sydney","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"483","182000","56","2","Tokio","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"484","54000","42","0","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"485","90000","59","2","Paris","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"486","118000","55","3","Paris","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0"
"487","84000","36","1","Paris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"488","98000","44","0","Paris","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"489","193000","61","2","Tokio","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"490","95000","63","0","London","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"491","52000","47","2","Tokio","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"492","171000","31","0","New York","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"493","163000","35","1","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"494","104000","70","1","London","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"495","83000","55","1","New York","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
"496","107000","66","2","New York","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"497","27000","55","2","New York","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
